accordance,achieved,achieving,action,actions,active,activities,activity,address,addresses,agenda,agreement,agreements,agriculture,aid,amount,amounts,applicant,applicants,application,applications,architecture,area,areas,article,articles,aspects,associations,automatic,award,bank,behaviour,beneficiaries,beneficiary,bodies,body,budget,budgetary,building,buildings,call,calls,cancer,capital,case,cases,centre,centres,commission,companies,company,condition,conditions,confidentiality,confirm,consumption,contact,contacts,content,contents,contract,contracts,contribution,contributions,core,cost,costs,council,countries,country,covering,creation,criteria,culture,data,date,dates,deal,decision,decisions,demand,demonstration,description,developing,development,developments,duration,dynamics,economies,economy,educational,effect,effects,eligible,emerging,energy,engagement,engineering,enhancing,enterprises,environment,environments,establishment,establishments,ethical,evaluation,evaluations,expenditure,expenditures,extent,facilities,factors,field,fields,finances,financing,formal,foundation,foundations,framework,full,fund,funding,funds,general,goals,governance,governmental,grant,grants,group,groups,guideline,guidelines,health,hearings,humanities,hydrogen,impact,impacts,implementation,including,increase,increasing,indicative,individual,individuals,industries,industry,information,infrastructure,infrastructures,innovation,innovations,institution,institutions,instrument,instruments,interaction,interactions,interest,interests,interim,investment,involve,issue,issues,key,knowledge,laboratory,law,leadership,length,life,line,manufacturing,maximum,medium,member,members,message,modelling,national,negotiation,negotiations,notice,notification,number,numbers,objective,objectives,obligations,open,organisation,organisations,organization,organizations,outcome,outcomes,parliament,participant,participants,parties,partner,partners,parts,party,payment,payments,percentage,performance,person,personal,persons,place,plan,planning,plans,play,point,points,priorities,priority,procurement,production,program,programme,programmes,programs,project,projects,promoter,promoters,promotion,proposal,proposals,protection,provision,provisions,public,publication,put,rate,rates,reader,reference,regard,relevance,repair,reporting,request,requests,requirements,result,results,return,review,rule,rules,scale,scales,scheme,schemes,science,sciences,scope,score,scores,screening,section,sections,sector,sectors,security,service,services,set,simulation,situation,situations,social,societal,societies,society,specific,staff,stem,storage,strengthening,strong,subject,submission,submit,success,sum,sums,support,supports,sustainable,synergies,taking,technological,technologies,technology,theme,themes,topic,topics,transfer,transnational,transport,treaty,union,user,users,values,view,views,vision,ways,welfare,world,writing,@@class@@
0,0,0,0,0.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512,0,0,0,0.434,0,0,0,0,0,0,0,0.454,0,0,0,0.692,0,0,0,0.659,0,0.883,0,0,0,0,0,0,0,0,0,0.463,0,0,0,0.702,1.113,0,0,0,0,0,0,0,0,0,0,0,2.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0,0,0.331,0.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,1.153,0,0,0.969,0,0,0,0.172,0,0,0,0,0,0.923,0,2.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,0,0,0,0,1.482,0,0,0,0,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.726,0,0,0.324,0,0,0,0,0.491,0,0,0,0,0,0,0,0,0,0,0,1.055,0,0,0,0,0,0,0.479,0,0,0,0,0,0,1.216,0,0,0,0,0,0,0,0,0,0,0,0,0.631,0,0,0,0,0,0,0,0,0,0,1.055,0,0,0,0,0,0,0,0,0,0,0,2.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,1.428,0,0,0,0,0,0,0,0,0,0,0,1.377,0,1.403,0,0,0,0,0,0.599,1.187,0,0,0,0,0,0,0.626,0,0,0,0,0,0,0,0,2.007,1.218,0,0,0,0,0,0,0,0,0,0,0.988,0,0,0,1.534,1.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,1.272,0,0,0,0,0,0,0,0,0,0,0,1.745,0,0,0,0,0,0,1.256,0,0,0,0,0,0,0,0,0,0,2.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,0,0.324,0.446,0,0,0,0.838,0.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646,0,0,0,0,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.621,0,1.485,0,0,0,0,0,0,0,3.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498,0.987,0,0,0,0,0,0,0.521,0,0,0,0,0,0,0,0.755,0,1.012,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782,0,0,0,0,0,0,0,0,0,0,1.934,0,0,0,0,1.738,0,0,0,0,0,0,0,0,0,0,0,0.884,0,0,0,0,0,0,0.902,0,1.738,0.379,1.057,0.507,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0.197,0,0,1.057,0,0,0,2.105,2.57,0,0,1.097,0,0,0,0,0,1.038,0,0,0,0,0,0,1.866,0,0,0,0,0.739,0,0,0,0,0,0,1.698,0,0.728,0,0,0,0,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.468,0,0,2.029,0,1.529,0,0,0.293,0.832,0,0,0.371,0,0,0,0,0.563,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.369,0,0,0,0,0.723,0,0,0,0,0,0,0,0,1.166,0.636,0,0,0,0,0,0,0,0,0,0,0,0,2.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,1.769,0,0
0,0,0,0.371,0,0.888,0,0,0,0,1.569,0.55,0,0,1.476,0.71,0,0,0.423,0.342,0,0,0,0,0.74,1.185,0,0,0,0,0,0,0,0,0,0,0.351,0,1.065,0,0.298,0.59,0,0,0,0,0,0,0.311,1.251,0,0,0,0,0,0,0.452,0,0.605,0,0,1.084,0,0,0,0,0,0.613,0.317,0.491,0,0,0,0,0.575,0,0,0,0,0,0,0,0,0,0.468,0,0,0,0,0,0,0,0,0,0,1.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0.998,0,0,0,0,0,0,0,0,1.275,1.672,0,0.366,0.484,0,0.736,0,0.899,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,1.259,1.537,0,0,0.656,0,0,0,0,0,0.621,0.868,0.609,0,0,0,0,0,0.625,0,0,0,0,0.776,0,0,0,0,0,1.016,0,0,0,0,0.508,0,0,0.539,0.348,0,0,0,0,1.004,0,0,1.065,0,0.468,0,0,0,0,0,0,0,0,0,0,0,0,0,1.476,0,0,1.214,0,0,0,0,0.175,0,0,0,0,0,0,0,0.417,0.337,0.754,0,0,0.36,0,0,0,0,0,0,0,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,0.432,0,0.432,0,0,0,0.723,0,1.97,0.697,0.38,0,0,0,1.447,0,0,0.568,0,0,0,0,0.247,0,0,0,0,0,0,0,0,1.129,0,0.809,0,0,0,1.486,0.455,0,0,1.41,0,0,0,0,0,0,0,0
0.311,0.562,0.643,0.184,0.203,0,0.162,0.27,0.228,0.612,0,0.272,0.345,0,0,0.351,0.586,0.396,0.209,0.169,0,0,0.281,0.369,0.366,0.586,0.315,0,0.798,0.364,0.536,0,0.339,0.477,0.345,0.491,0.174,0,0,0,0.147,0.292,0.707,0.635,0.243,0.358,0.533,0,0.154,0,0.655,0.491,0.235,0.597,0.793,0,0.223,0,0.3,0.527,0.458,0.536,0.267,0.483,0.569,0.337,0.238,0.303,0.157,0.243,0.427,0,0.238,0.377,0.285,0.263,0.635,0.627,0.265,0.415,0,0.59,0.339,0,0.232,0,0.345,0,0,0,0,0.461,0.647,0.212,0,0.572,0,0,0,0.543,0,0,0,0.787,0.469,0.202,0.556,0,0,0,0,0.707,0.262,0.398,0,0.382,0,0,0,0.267,0.285,0.515,0.112,0,0.15,0.631,0,0,0.181,0,0.373,0.364,0,0,0.488,0.959,0,0,0.263,0.533,0.225,0.141,0.391,0,0.461,0.329,0.466,0,0.586,0.058,0,0,0.313,0,0,0,0,0,0,0,0.325,0,0,0.576,0.521,0.536,0.307,0.429,0.302,1.018,0.461,0,0.777,0.552,0.309,0,0.262,0,0.219,0.384,0,0,0.179,0.59,0.693,0,0,0.216,0.627,0.319,0.251,0.546,0.263,0.267,0.172,0,0,0.539,0,0,0.461,0.317,0.527,0.23,0.232,0.461,0.608,0,0,0,0.569,0.403,0.412,0.377,0.278,0.337,0.5,0.639,0,0.393,0.343,0,0.435,0.453,0,0,0.087,0.246,0,0.08,0.11,0,0,0,0.206,0.167,0.373,0.483,0.437,0.178,0.42,0.524,0.403,0.403,0.872,0.343,0.412,0.358,0,0.556,0,0,0.294,0.432,0.162,0,0.375,0,0.23,0.483,0,0.412,0.466,0,0,0.442,0.623,0.608,0,0.405,0.698,0,0,0.373,0.214,0.246,0.214,0,0.536,0,0,0.597,0,0,0.188,0.358,0.663,0,0,0,0.309,0.281,0,0.756,0.576,0.771,0.122,0,0,0,0.323,0.469,0.521,0.494,0.569,0.559,0.518,0.4,0.41,0,0.556,0,0.225,0.559,0.494,0,0.339,0.787,0,0.647,0.608,0,0,0
0.324,0.586,0.67,0.192,0.212,0,0.169,0.282,0.238,0.638,0,0.284,0.36,0,0,0.366,0.611,0.413,0.218,0.177,0,0,0.293,0.384,0.382,0,0.328,0,0.833,0.38,0.559,0,0.353,0.497,0.36,0.512,0.181,0,0,0,0.154,0.305,0.737,0.662,0.253,0.373,0.556,0,0.161,0,0.683,0.512,0.245,0.623,0.827,0,0.233,0,0.312,0.549,0.477,0.559,0.278,0.503,0.593,0.351,0.248,0.316,0.164,0.253,0.445,0,0.248,0.394,0.297,0.275,0.662,0.654,0.276,0.432,0,0.615,0.353,0,0.241,0,0.36,0,0,0,0,0.48,0.674,0.222,0,0.597,0.7,0,0,0.566,0,0,0,0.821,0.489,0.21,0.579,0,0,0,0,0.737,0.273,0.415,0,0.398,0,0,0,0.278,0.297,0.537,0.117,0,0.156,0.658,0,0,0.189,0,0.389,0.38,0,0,0.509,1,0,0,0.275,0.556,0.235,0.147,0.408,0,0.48,0.343,0.486,0,0,0.061,0,0.705,0.326,0,0,0,0,0,0,0,0.339,0,0,0.6,0.543,0.559,0.32,0,0.314,1.062,0.48,0,0.81,0,0.322,0,0.273,0,0.228,0.401,0,0,0.187,0.615,0.723,0,0,0.225,0.654,0.332,0.262,0.569,0.275,0.278,0.18,0,0,0.562,0,0,0.48,0.33,0.549,0.24,0.241,0.48,0.634,0,0,0,0,0.42,0.43,0.394,0.289,0.351,0.521,0.666,0,0.41,0.358,0,0.453,0.472,0,0,0.091,0.257,0,0.083,0.115,0,0,0,0.215,0.174,0.389,0.503,0.456,0.186,0.437,0.546,0.42,0.42,0.909,0.358,0.43,0.373,0,0.579,0,0,0.307,0.45,0.169,0,0.391,0,0.24,0.503,0,0.43,0.486,0,0,0.461,0.65,0.634,0,0.422,0.728,0,0,0.389,0.223,0.257,0.223,0,0.559,0,0,0.623,0,0,0.196,0.373,0.691,0,0,0,0.322,0.293,0,0,0.6,0.804,0.128,0,0,0,0.337,0.489,0.543,0.515,0.593,0.583,0.54,0.417,0.427,0.615,0,0,0.235,0.583,0.515,0,0.353,0.821,0,0.674,0.634,0,0,0
0.238,0.43,0.491,0.141,0.155,0.336,0.124,0.207,0.175,0.468,0.594,0.208,0.264,0.682,0.559,0.269,0.448,0,0,0.13,0.269,0,0.215,0.282,0.28,0,0.241,0.548,0,0,0.41,0,0,0,0.264,0.375,0.133,0.44,0.403,0.793,0,0.223,0.541,0.485,0.186,0.274,0.408,0.393,0.118,0.474,0,0.375,0.18,0.457,0.606,0.745,0.171,0.378,0.229,0.403,0.35,0,0.204,0.369,0.435,0.258,0.182,0.232,0.12,0.186,0.326,0.53,0,0.289,0.218,0,0,0.479,0.203,0.317,0.682,0.451,0,0.451,0.177,0.586,0.264,0,0.704,0.517,0,0.352,0.494,0.162,0.628,0.438,0.513,0.652,0.544,0.415,0.393,0.721,0.488,0,0.358,0.154,0,0.403,0,0,0.482,0.541,0.2,0.304,0,0.292,0.378,0.698,0.647,0.204,0.218,0.393,0.086,0.239,0.115,0.482,0.633,0,0.138,0.183,0.285,0.279,0,0.34,0.373,0,0.661,0.856,0.201,0.408,0.172,0.108,0.299,0.451,0.352,0.251,0.356,0.652,0.448,0.045,0.432,0.517,0.239,0.715,0,0.239,0.476,0.582,0.504,0.582,0.248,0.371,0.615,0.44,0.398,0.41,0.235,0.328,0.231,0,0.352,0.661,0,0.422,0.236,0.752,0.2,0.446,0.167,0.294,0,0.934,0.137,0,0,0,0,0.165,0.479,0.244,0.192,0,0.201,0.204,0.132,0,0,0.412,0.527,0.38,0,0.242,0.403,0.176,0.177,0.352,0,0,0,0,0.435,0,0.315,0.289,0.212,0.258,0.382,0.488,0.559,0.301,0.262,0.459,0.332,0.346,0.523,0,0.066,0.188,0,0.061,0.084,0,0,0.454,0.158,0.127,0.285,0.369,0.334,0.136,0.321,0.4,0,0.308,0,0.262,0.315,0.274,0.865,0,0,0,0.225,0.33,0.124,0.517,0.287,0,0.176,0.369,0.739,0.315,0.356,0.403,0.544,0.338,0,0,0,0,0,0.334,0.537,0.285,0.164,0.188,0.164,0.793,0.41,0,0.274,0.457,0,0.264,0.144,0.274,0.507,0.652,0.548,0.438,0.236,0,0.297,0.578,0,0,0.094,0,0.438,0.435,0.247,0.358,0.398,0.378,0.435,0.427,0.396,0.306,0.313,0.451,0.425,0.562,0.172,0.427,0.378,0.534,0.259,0,0,0,0.465,0.4,0,0
0.226,0.409,0.467,0.134,0.148,0.319,0.118,0.196,0.166,0.444,0.564,0.198,0.251,0.648,0.531,0.255,0.426,0,0,0.123,0.255,0.92,0.204,0.268,0.266,0.426,0.229,0.52,0.58,0,0.39,0.733,0,0,0.251,0.357,0.126,0,0.383,0.753,0.107,0.212,0.514,0.461,0.177,0.26,0,0.374,0.112,0.45,0,0,0.171,0.434,0.576,0.708,0,0.359,0.218,0.383,0.333,0,0.194,0.351,0.413,0.245,0.173,0.22,0.114,0.177,0.31,0.504,0.173,0.274,0.207,0.191,0,0.456,0.193,0.301,0.648,0.429,0,0.429,0.168,0.556,0.251,0.782,0.669,0.491,0.615,0.335,0.47,0.154,0.597,0.416,0.488,0.619,0.517,0.394,0.374,0.685,0.464,0,0.341,0.147,0.404,0.383,0,0,0.458,0.514,0.19,0.289,0,0.278,0.359,0.663,0.615,0.194,0.207,0,0.082,0.227,0.109,0.458,0.601,0,0.131,0,0.271,0.265,0,0.323,0.355,0,0.628,0.814,0.191,0.387,0.164,0.102,0.284,0.429,0.335,0.239,0.339,0.619,0.426,0.042,0.411,0.491,0.227,0.679,0,0.227,0.453,0.553,0.479,0.553,0.236,0.353,0,0.418,0.378,0.39,0.223,0.312,0.219,0.74,0.335,0.628,0,0.401,0.225,0.714,0.19,0.423,0.159,0,0,0.888,0.13,0,0.504,0,0,0.157,0,0.232,0.183,0.397,0.191,0.194,0.125,0,0,0.392,0.501,0.361,0,0.23,0,0.167,0.168,0.335,0,0.467,0,0,0.413,0.293,0.3,0.274,0.202,0.245,0.363,0.464,0.531,0.286,0.249,0.436,0.316,0.329,0.497,0,0.063,0.179,0,0.058,0.08,0,0,0.431,0.15,0.121,0.271,0.351,0.318,0.129,0.305,0.381,0.293,0.293,0,0.249,0.3,0.26,0.822,0,0,0,0.214,0.314,0.118,0.491,0.273,0,0.167,0.351,0.702,0.3,0.339,0.383,0.517,0.321,0,0,0,0,0,0.318,0.51,0.271,0.155,0.179,0.155,0.753,0.39,0.494,0.26,0.434,0.708,0.251,0.137,0,0.482,0.619,0.52,0.416,0.225,0,0,0.549,0,0,0.089,0,0.416,0.413,0.235,0.341,0.378,0.359,0.413,0.406,0.376,0.291,0.298,0.429,0.404,0.534,0.164,0.406,0.359,0.507,0.246,0.572,0.868,0.47,0.442,0.381,0,0
0.31,0.561,0.641,0.183,0.203,0,0.162,0.27,0.228,0.61,0,0.271,0.344,0,0,0.35,0,0.394,0.209,0.169,0.35,0,0.28,0.367,0.365,0.585,0.314,0,0,0.363,0,0,0.338,0,0.344,0,0.173,0.574,0.525,0,0.147,0.291,0,0,0.242,0.357,0.531,0.513,0.154,0,0,0.49,0.234,0.595,0.79,0,0.223,0.492,0.299,0.525,0.456,0,0.266,0,0,0.336,0,0.302,0.156,0.242,0.426,0,0.237,0.376,0.284,0.263,0.633,0.625,0.264,0.413,0,0.588,0.338,0.588,0.231,0,0.344,0,0,0,0,0.459,0,0.212,0,0.571,0,0.85,0,0.541,0,0,0.637,0,0.467,0.201,0.554,0.525,0,0.606,0.629,0,0,0.397,0,0,0.492,0,0,0.266,0.284,0.513,0.112,0.312,0.15,0.629,0,0,0.18,0.239,0.372,0.363,0,0.443,0,0.956,0,0,0.263,0.531,0.224,0.14,0.39,0,0.459,0.328,0.465,0,0,0.058,0,0,0.312,0,0.728,0.312,0,0,0,0,0.324,0.484,0.802,0,0.519,0.535,0.306,0,0.301,0,0.459,0,0,0.551,0.308,0,0.261,0.581,0.218,0.383,0,0,0.179,0.588,0.691,0.501,0.903,0.215,0,0.318,0.251,0.544,0.263,0.266,0.172,0,0,0.538,0.687,0.495,0.459,0.316,0.525,0.229,0,0.459,0.606,0.641,0.831,0,0.567,0.402,0.411,0.376,0.277,0.336,0.498,0.637,0,0.392,0.342,0,0.433,0.451,0,1.117,0.087,0.246,0,0.08,0.109,0,0,0,0.206,0.166,0.372,0.481,0.436,0.177,0.418,0.522,0.402,0.402,0,0.342,0.411,0.357,0,0.554,0.501,0.79,0.293,0.431,0.162,0.674,0.374,0.94,0.229,0.481,0,0.411,0.465,0.525,0.709,0.441,0.621,0.606,0.972,0.404,0,0.436,0,0.372,0.213,0.246,0.213,0,0.535,0.678,0.357,0.595,0,0.344,0.188,0.357,0.661,0.85,0,0,0.308,0.28,0.388,0,0.574,0,0.122,0,0,0,0.322,0.467,0.519,0.492,0.567,0.557,0.516,0.399,0.409,0,0,0.733,0.224,0.557,0.492,0.696,0.338,0.785,0,0.645,0.606,0,0.641,0
0,0,0,0,0,0,0,0,0.71,0,0,0.846,0,0,0,0,1.823,1.23,0.651,0.527,1.093,0,0.874,0,0,1.823,0,2.227,0,0,0,0,0,0,1.073,0,0.54,0,0,0,0.458,0,0,0,0,0,0,1.6,0.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.943,0.488,0,0,0,0,0,0,0,0,0,0.825,0,0,0,1.054,0,0,0,1.073,0,0,0,2.63,0,0,0.661,0,0,0,0,0,0,0,0,1.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0.83,0.886,0,0,0,0,0,0,3.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955,0,0,0,0,0,0,0,0,0,0.814,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.782,0,0.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0,0,0,0,0.518,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,0,0,1.113,0,0,0,0,0,0,0,0,0,0,0,1.209,0,0,0,0.381,0,0,0,0,0,0,0,0,0,0,0,0,1.834,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
0.351,0.634,0.725,0.207,0.229,0,0.183,0.305,0.257,0.69,0.876,0.307,0.389,0,0,0.396,0.661,0.446,0.236,0.191,0.396,0,0.317,0.416,0.413,0.661,0.355,0.808,0,0.411,0.605,1.138,0.382,0.538,0.389,0,0.196,0.65,0,0,0.166,0,0,0.716,0,0.404,0,0.58,0.174,0,0.739,0.554,0.265,0,0,0,0.252,0.557,0,0,0.516,0.605,0.301,0.544,0,0.38,0.268,0.342,0.177,0.274,0,0.782,0.268,0.426,0.321,0.297,0,0,0.299,0,0,0,0.382,0.665,0.261,0.864,0.389,0,0,0.762,0.954,0.519,0,0.24,0,0,0,0,0,0,0,1.063,0.72,0,0,0.227,0,0.594,0,0.686,0,0.797,0.295,0,0,0.431,0.557,0,0.954,0.301,0.321,0,0.127,0.353,0.169,0,0,1.347,0.204,0.27,0.421,0.411,0,0,0,0,0,0,0.297,0,0.254,0.159,0,0.665,0,0.371,0.526,0,0,0.066,0.638,0,0.353,0,0.824,0.353,0,0,0,0,0.366,0.547,0.907,0,0,0,0.346,0,0.34,0,0.519,0,0,0,0.349,0,0.295,0.657,0.247,0.433,0,0,0.202,0,0,0,0,0.243,0.707,0,0.284,0.616,0,0.301,0.194,0,0,0.608,0,0.56,0,0.357,0.594,0.259,0.261,0,0.686,0.725,0.94,0,0.642,0.454,0.465,0.426,0,0.38,0.564,0.72,0,0.444,0,0.678,0.49,0.51,0,0,0.098,0.278,0,0.09,0.124,0,0,0,0.233,0.188,0.421,0.544,0.493,0.201,0.473,0,0.454,0.454,0,0,0.465,0.404,0,0.627,0.567,0.894,0.332,0,0.183,0.762,0.423,0,0.259,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0.792,0.421,0.241,0.278,0.241,0,0.605,0.767,0.404,0,0,0,0.212,0.404,0,0,0.808,0.646,0.349,0.317,0.438,0,0,0,0.138,0,0.646,0.642,0.364,0,0,0,0,0.63,0,0.452,0.462,0.665,0,0,0.254,0,0,0,0,0,0,0.729,0,0,0.725,0
0.467,0,0,0.276,0.305,0,0.244,0.406,0.342,0,0,0.408,0,0,0,0.527,0,0.594,0.314,0.254,0.527,0,0.422,0,0,0.88,0,0,0,0.546,0.804,0,0,0.716,0.518,0.737,0.261,0,0,0,0.221,0,0,0.952,0.365,0.537,0,0,0.231,0.929,0.982,0,0.352,0,0,0,0.335,0,0,0,0.687,0.804,0.4,0.724,0,0.505,0.357,0.455,0,0.365,0,0,0.357,0.566,0.427,0.395,0,0,0.398,0,0,0,0.508,0,0,0,0.518,0,0,0,0,0,0,0.319,0,0,0,0,0,0,0,0,0,0,0,0.303,0.834,0,1.812,0,0,0,0.393,0,0,0.573,0,1.37,0,0.4,0.427,0,0.168,0.47,0.225,0,0,0,0.271,0.36,0,0.546,0,0,0,0,0,0,0.395,0,0.338,0.211,0,0,0.691,0,0.699,0,0,0.087,0,0,0,0,1.096,0.47,0,0,0,0,0.487,0.728,0,0,0.781,0,0,0,0,0,0.691,0,0,0,0,0,0.393,0,0.328,0.576,0,0,0.269,0,0,0,0,0.323,0,0.478,0.377,0.819,0,0.4,0.258,1.631,0,0.809,0,0.745,0,0,0.79,0.345,0.347,0,0,0.964,0,0,0,0.604,0.619,0,0.416,0.505,0.75,0.958,0,0.59,0,0.901,0.652,0.679,0,0,0.13,0,0,0.12,0.165,0,0,0,0,0.25,0.56,0,0.656,0.267,0,0,0.604,0,0,0.515,0.619,0,0,0,0.754,1.189,0.441,0.648,0.244,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0.608,1.047,0,0,0.56,0,0,0.321,0,0.804,1.02,0.537,0,0,0,0.282,0.537,0,0,0,0,0.464,0.422,0,0,0.864,0,0.184,0,0,0,0.484,0.703,0,0,0,0,0,0,0,0,0,0,0.338,0,0,0,0.508,0,0,0,0,0,0,0
0,0,0,0.596,0,0,0,0,0.74,0,0,0.882,0,0,0,1.139,1.9,0,0.678,0.549,1.139,0,0.911,1.194,0,0,0,2.321,0,0,0,0,0,0,1.118,0,0.563,0,0,0,0.477,0,0,0,0,0,0,1.667,0.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771,0.983,0.508,0,0,0,0,0,0,0,0,0,0.859,0,0,0,1.098,0,0.75,0,1.118,0,0,0,0,0,0,0.688,0,0,0,0,0,0,0,0,0,0,0,0.654,0,0,0,0,0,0,0.848,0,0,0,0,0,2.741,0.865,0.923,0,0,0,0,0,0,0,0.586,0,0,1.18,0,0,0,0,0,0,0,0,0.729,0,0,0,1.492,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,1.052,0,0,0,0,0,0.995,1.392,0,0,0,0,0,0,0,0,0.848,0,0.709,0,0,0,0,0,0,0,0,0,0,0,0.815,0,0.854,0,0.558,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.619,0,0,0,0,0,0,0,0,0,0.281,0,0,0,0.356,0,0,1.923,0.668,0.54,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,0,0,0.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397,0,0,0,1.046,0,0,0,0,0,0,0,0,0,1.8,0,0.729,0,0,0,0,0,0,0,0,0,0,0
0.466,0,0,0.276,0.305,0,0.244,0.406,0.342,0,0,0.408,0,0,0,0.527,0,0.593,0.314,0.254,0.527,0,0.422,0,0,0.879,0,0,0,0.546,0.804,0,0,0.715,0.518,0.736,0.26,0,0,0,0.221,0,0,0.952,0.364,0.537,0,0,0.231,0.929,0.982,0,0.352,0,0,0,0.335,0,0,0,0.687,0.804,0.4,0.724,0,0.505,0.357,0.455,0,0.364,0,0,0.357,0.566,0.427,0.395,0,0,0.398,0,0,0,0.508,0,0,0,0.518,0,0,0,0,0,0,0.319,0,0,0,0,0,0,0,0,0,0,0,0.302,0.833,0,1.811,0,0,0,0.392,0,0,0.573,0,1.369,0,0.4,0.427,0,0.168,0.469,0.225,0,0,0,0.271,0.359,0,0.546,0,0,0,0,0,0,0.395,0,0.338,0.211,0,0,0.691,0,0.699,0,0,0.087,0,0,0,0,1.096,0.469,0,0,0,0,0.487,0.728,0,0,0.781,0,0,0.644,0,0,0.691,0,0,0,0,0,0.392,0,0.328,0.576,0,0,0.269,0,0,0,0,0.323,0,0.478,0.377,0.818,0,0.4,0.258,1.63,0,0.809,0,0.745,0,0,0.79,0.345,0.347,0,0,0.964,0,0,0,0.604,0.618,0,0.416,0.505,0.749,0.958,0,0.59,0,0.901,0.652,0.679,0,0,0.13,0,0,0.12,0.165,0,0,0,0,0.25,0.559,0,0.655,0.267,0,0,0.604,0,0,0.514,0.618,0,0,0,0.754,1.189,0.441,0.648,0.244,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0.607,1.046,0,0,0.559,0,0,0.321,0,0.804,1.02,0.537,0,0,0,0.282,0.537,0,0,0,0,0.464,0.422,0,0,0.864,0,0.184,0,0,0,0.484,0.703,0,0,0,0,0,0,0,0,0,0,0.338,0,0,0,0.508,0,0,0,0,0,0,0
